init time, 84.28697276115417 
0, 5.567464351654053, 1622146.4092067413 
1, 5.699326753616333, 1594495.6000016762 
2, 7.830414056777954, 1585246.4710934155 
3, 5.701943397521973, 1577128.2772697909 
4, 5.320157527923584, 1577128.2772697909 
5, 5.335619211196899, 1577128.2772697909 
6, 5.1818482875823975, 1577128.2772697909 
7, 5.453927755355835, 1577128.2772697909 
8, 5.094107627868652, 1577128.2772697909 
9, 5.073369026184082, 1577128.2772697909 
10, 5.11500358581543, 1577128.2772697909 
11, 5.035996437072754, 1577128.2772697909 
12, 5.307247877120972, 1577128.2772697909 
13, 5.011852264404297, 1577128.2772697909 
14, 5.287379264831543, 1577128.2772697909 
15, 5.888588905334473, 1577128.2772697909 
16, 4.942540168762207, 1577128.2772697909 
17, 4.888936519622803, 1577128.2772697909 
18, 5.190176963806152, 1577128.2772697909 
19, 4.864544153213501, 1577128.2772697909 
20, 5.146653175354004, 1577128.2772697909 
21, 5.277020215988159, 1577128.2772697909 
22, 4.9948930740356445, 1577128.2772697909 
23, 5.007540702819824, 1577128.2772697909 
24, 5.023298501968384, 1577128.2772697909 
25, 5.033684015274048, 1577128.2772697909 
26, 5.091606140136719, 1577128.2772697909 
27, 4.861039638519287, 1577128.2772697909 
28, 4.9582250118255615, 1577128.2772697909 
29, 5.173573017120361, 1577128.2772697909 
30, 4.9012415409088135, 1577128.2772697909 
31, 5.171674728393555, 1577128.2772697909 
32, 5.02839207649231, 1577128.2772697909 
33, 5.351417541503906, 1577128.2772697909 
34, 5.098271131515503, 1577128.2772697909 
35, 4.9996137619018555, 1577128.2772697909 
36, 5.30568265914917, 1577128.2772697909 
37, 5.280988693237305, 1577128.2772697909 
38, 5.095865249633789, 1577128.2772697909 
39, 5.067405462265015, 1577128.2772697909 
40, 5.07074761390686, 1577128.2772697909 
41, 5.288273572921753, 1577128.2772697909 
42, 8.281416654586792, 1577128.2772697909 
43, 5.000091552734375, 1577128.2772697909 
44, 5.278675317764282, 1577128.2772697909 
45, 5.325956344604492, 1577128.2772697909 
46, 5.1209516525268555, 1577128.2772697909 
47, 4.998197793960571, 1577128.2772697909 
48, 5.2076733112335205, 1577128.2772697909 
49, 5.549503564834595, 1577128.2772697909 
50, 5.360945463180542, 1577128.2772697909 
51, 4.875924825668335, 1577128.2772697909 
52, 5.154439449310303, 1577128.2772697909 
53, 5.202012300491333, 1577128.2772697909 
54, 5.158398866653442, 1577128.2772697909 
55, 5.153552293777466, 1577128.2772697909 
56, 5.03033709526062, 1577128.2772697909 
57, 5.15928840637207, 1577128.2772697909 
58, 5.164848566055298, 1577128.2772697909 
