init time, 1002.2096743583679 
0, 4.462707996368408, 1208998.146910747 
1, 4.151138067245483, 1208998.146910747 
2, 4.378750562667847, 1208998.146910747 
3, 4.511703729629517, 1208998.146910747 
4, 6.996384382247925, 1208998.146910747 
5, 5.216381788253784, 1208998.146910747 
6, 5.246291399002075, 1208998.146910747 
7, 5.275007009506226, 1208998.146910747 
8, 5.304843425750732, 1208998.146910747 
9, 9.654324769973755, 1208998.146910747 
10, 6.019895076751709, 1208998.146910747 
11, 5.826856851577759, 1208998.146910747 
12, 5.7146100997924805, 1208998.146910747 
13, 5.926889896392822, 1208998.146910747 
14, 14.973316669464111, 1208998.146910747 
15, 14.385588884353638, 1208998.146910747 
16, 12.67633867263794, 1208998.146910747 
17, 13.097967386245728, 1208998.146910747 
18, 13.206575393676758, 1208998.146910747 
19, 31.55223774909973, 1208998.146910747 
20, 49.28650498390198, 1208998.146910747 
21, 41.56009244918823, 1208998.146910747 
22, 41.41935420036316, 1208998.146910747 
23, 40.15534853935242, 1208998.146910747 
24, 40.578885316848755, 1208998.146910747 
25, 41.016913652420044, 1208998.146910747 
26, 40.71533989906311, 1208998.146910747 
27, 40.545164346694946, 1208998.146910747 
28, 40.212822914123535, 1208998.146910747 
29, 40.733649015426636, 1208998.146910747 
30, 42.24424886703491, 1208998.146910747 
31, 41.59297227859497, 1208998.146910747 
32, 41.25568866729736, 1208998.146910747 
33, 40.977803230285645, 1208998.146910747 
34, 40.54752850532532, 1208998.146910747 
35, 42.25742554664612, 1208998.146910747 
36, 40.40005159378052, 1208998.146910747 
37, 41.68635821342468, 1208998.146910747 
38, 42.47962689399719, 1208998.146910747 
39, 41.716185331344604, 1208998.146910747 
40, 41.98120355606079, 1208998.146910747 
41, 40.769673585891724, 1208998.146910747 
42, 41.27207112312317, 1208998.146910747 
43, 40.666534423828125, 1208998.146910747 
44, 38.96747446060181, 1208998.146910747 
45, 40.92707061767578, 1208998.146910747 
46, 41.95553922653198, 1208998.146910747 
47, 42.84961271286011, 1208998.146910747 
48, 41.8858847618103, 1208998.146910747 
49, 40.47144055366516, 1208998.146910747 
